label,hadits
73,Wahai Rasulullah tolong cabutlah baiatku Namun Rasulullah Shallallahualaihiwasallam enggan Kemudian si Arab badui datang untuk kali ketiganya dan berujar cabutlah baiatku Namun Nabi enggan kemudian si arab badui datang lagi dan mengatakan tolong cabutlah baiatku Nabi tetap enggan sehingga arab badui keluar dengan tangan hampa Lantas Rasulullah Shallallahualaihiwasallam berujar Sungguh Madinah ini bagaikan mesin pemanggang api yang menghilangkan kotoran dan menyaring yang baik saja
58,Wahai Rasulullah hendaknya engkau berbuat adil Spontan beliau menjawab Siapa lagi bisa berbuat adil jika aku tak bisa berbuat adil Umar kemudian mengatakan Izinkanlah aku yang memenggal lehernya Beliau menjawab Biarkan saja dia sesungguhnya dia mempunyai beberapa kawan yang salah seorang diantara kalian meremehkan shalatnya sekalipun dia shalat dan meremehkan puasanya sekalipun dia puasa mereka keluar dari agama sebagaimana anak panah keluar dari busur ia melihat mata panahnya namun tak ada apaapa kemudian memperhatikan kain panahnya namun tidak ditemukan apaapa kemudian melihat anak panahnya namun tidak didapatkan apaapa kemudian melihat pada bulu anak panahnya namun tidak didapatkan apaapa rupanya telah didahulu oleh kotoran dan darah Mereka muncul ketika manusia mengalami perpecahan Ciri mereka adalah seorang lakilaki yang salah satu diantara kedua tangannya seperti dada kaum perempuan atau ia seperti daging yang bergerakgerak Abu Said mengatakan Aku bersaksi bahwa aku mendengar dari Nabi shallallahu alaihi wasallam dan aku bersaksi bahwa Ali membunuh mereka dan aku bersamanya ketika didatangkan seseorang yang cirinya seperti yang dicirikan Nabi shallallahu alaihi wasallam
59,Aku pernah masuk bersama Rasulullah shallallahu alaihi wasallam lalu kami mendapatkan semangkok susu beliau bersabda Wahai Abu Hurairah temuilah ahli Shuffah dan panggilah mereka kemari Abu Hurairah berkata Lantas aku menemui mereka dan memanggilnya setelah itu mereka memenuhi panggilan beliau dan meminta izin masuk setelah mereka di izinkan masuk barulah mereka masuk
48,Ibnu Umar pernah menceraikan isterinya dalam keadaan haid Maka Umar pun menanyakannya kepada Nabi shallallahu alaihi wasallam Dan akhirnya beliau memerintahkannya agar ia merujunya kembali dan menceraikannya di permulaan masa iddahnya Aku bertanya Apakah ia isteri Ibnu Umar menunggu masa iddah dari perceraian itu ia menjawab Bagaimana pendapatmu bila ia memang benarbenar bodoh atau pandir tak tahu
48,Turun dan siapkanlah makanan untukku Lakilaki itu berkata Wahai Rasulullah seandainya Anda mau menunggu agak sore lagi Beliau bersabda lagi Turun dan siapkanlah makanan untukku Lakilaki berkomentar lagi Wahai Rasulullah sekiranya Anda mau menunggu agak sore sedikit sesungguhnya hari masih terang Beliau bersabda Turun dan siapkanlah makanan Maka lakilaki itu pun turun dan menyiapkan makanan untuk beliau Rasulullah shallallahu alaihi wasallam pun minum Setelah itu beliau menunjuk dengan tangannya ke arah timur seraya bersabda Jika kalian telah melihat malam mulai menyingsing dari arah ini maka seorang yang berpuasa sudah boleh berbuka
72,Jangan kalian murtad sepeninggalku sebagian kalian memenggal leher sebagian yang lainnya
38,Sungguh akan kutemui salah seorang dari kalian pada hari qiyamat yang di tengkuknya ada seekor kambing yang mengembik di tengkuknya ada seekor kuda yang meringkik sambil dia berkata Wahai Rasulullah tolonglah aku lalu aku jawab Aku tidak berkuasa sedikitpun terhadapmu Aku sudah menyampaikan kepada kamu ketika di dunia  Dan kutemui seseorang yang di atas tengkuknya ada seekor unta yang melenguh sambil dia berkata Wahai Rasulullah tolonglah aku lalu aku menjawab Aku tidak berkuasa sedikitpun terhadapmu Aku sudah menyampaikan kepada kamu ketika di dunia  Dan kutemui seseorang yang di atas tengkuknya ada sebongkah emas dan perak lalu dia berkata Wahai Rasulullah tolonglah aku lalu kujawab Aku tidak berkuasa sedikitpun terhadapmu Aku sudah menyampaikan kepada kamu ketika di dunia  Dan kutemui seseorang yang di atas tengkuknya ada lembaran kain sembari berkata Wahai Rasulullah tolonglah aku lalu aku katakan Aku tidak bekuasa sedikitpun terhadapmu Aku sudah menyampaikan kepada kamu ketika di dunia  Dan Ayyub dari Abu Hayyan mengatakan Dan seseorang yang di tengkuknya ada kuda yang meringkik
58,Orangorang bertanya kepada Rasulullah shallallahu alaihi wasallam mengenai paranormal dukun maka beliau bersabda kepada mereka Sesungguhnya mereka tidak mengetahui apaapa Mereka berkata Wahai Rasulullah terkadang pembicaraan mereka benar Maka Rasulullah shallallahu alaihi wasallam bersabda Ucapan yang benar itu adalah hasil curian jin kemudian ia perdengarkan ke telinga para waliwalinya sebagaimana ayam betina bersuara kemudian mereka menambahnambahi dengan seratus kebohongan
22, Abdurrahman bin Auf datang menemui kami lalu Rasulullah shallallahu alaihi wasallam mempersaudarakan dia dengan Saad bin ArRabi
70,Allah tidak menerima shalat salah seorang diantara kalian jika berhadas hingga ia berwudhu
66,bisa jadi kamu hanya sekedar mencium meremas atau memandang Maiz menjawab Tidak ya Rasulullah  beliau bertanya lagi apakah kamu benarbenar menyetubuhinya
45,Bagian manakah dari Al Quran yang pertama kali turun Ia pun menjawab YAA AYYUHAL MUDDATSTSIR Aku berkata Aku pernah dikabarkan bahwa bagian Al Quran yang pertama kali turun adalah IQRA BISMI RABIKALLADZII KHALAQ Sebutlah dengan nama Tuhanmu yang telah menciptakan Maka Abu Salamah pun berkata Aku pernah bertanya kepada Jabir bin Abdullah Bagian Al Quran yang manakah yang pertama kali turun Maka ia menjawab YA AYYUHAL MUDDATSTSIR Kukatakan Pernah diberitakan kepadaku bahwa yang pertama kali turun adalah IQRA BISMI RABIKALLADZII KHALAQ Maka ia menjelaskan kembali Aku tidak akan mengabarkan kepadamu kecuali dengan sesuatu yang telah dikatakan oleh Rasulullah shallallahu alaihi wasallam Rasulullah shallallahu alaihi wasallam bersabda Aku berdiam diri di gua Hira Setelah selesai aku pun beranjak keluar dan menelusuri lembah tibatiba aku mendengar seseorang memanggilku maka aku pun menoleh ke depan ke arah belakang ke samping kanan dan juga ke kiri Ternyata yang memanggilku duduk di atas kursi yang terbentang antara langit dan bumi Setelah itu aku segera mendatangi Khadijah dan berkata Selimutilah aku Dan tuangkanlah air dingin pada tubuhku Pada saat itulah diturunkanlah ayat ini padaku YAA AYYUHAL MUDDATSTSIR QUM FAANDZIR WA RABBAKA FAKABBIR Wahai orang yang berselimut bangunlah dan berilah peringatakan Dan Tuhanmu agungkanlah
52,Aku bertanya Wahai Rasulullah kami melepas anjing yang telah dilatih Beliau menjawab Makanlah apa yang dia tangkap untuk kamu Aku bertanya Bagaimana jika ia membunuhnya Beliau menjawab Meskipun ia membunuhnya Aku bertanya lagi Kami juga melempar memanahmenombak dengan miradl Beliau menjawab Makanlah apa yang terkoyak adapun yang terkena pada bagian tumpulnya maka janganlah kamu makan
5,Orangorang bani Israil jika mandi maka mereka mandi dengan telanjang hingga sebagian melihat sebagian yang lainnya Sedangkan Nabi Musa Alaihis Salam lebih suka mandi sendirian Maka mereka pun berkata Demi Allah tidak ada menghalangi Musa untuk mandi bersama kita kecuali karena ia adalah seorang lakilaki yang kemaluannya kena hernia Lalu pada suatu saat Musa pergi mandi dan meletakkan pakaiannya pada sebuah batu lalu batu tersebut lari dengan membawa pakaiannya Maka Musa lari mengejar batu tersebut sambil berkata Wahai batu kembalikan pakaianku  sehingga orangorang bani Israil melihat Musa Mereka lalu berkata Demi Allah pada diri Musa tidak ada yang ganjil Musa kemudian mengambil pakaiannya dan memukul batu tersebut dengan satu pukulan Abu Hurairah berkata Demi Allah sungguh pada batu tersebut terdapat bekas pukulan enam atau tujuh akibat pukulannya
31,Sesuatu hewan yang digadaikan boleh dikendarai untuk dimanfaatkan begitu juga susu hewan boleh diminum bila digadaikan
39,Jika Kisra Raja Persia binasa maka tidak akan ada lagi Kisra lain sesudahnya dan jika Qaishar Raja Romawi binasa maka tidak akan ada lagi Qaishar lain sesudahnya Dan demi Dzat yang jiwaku berada di tanganNya sungguh kalian akan mengambil perbendaharaan kekayaan keduanya sebagai ghanimah di jalan Allah
26,Siapa yang mau membelinya dariku Maka budak itu dibeli oleh Nuaim bin Abdullah lalu Beliau mengambil uang pembelian tersebut kemudian memberikan uang itu kepada orang lakilaki tadi
29,Kezhaliman adalah mendatangkan kegelapan hari qiyamat
65,WALIKULLIN JAALNAA MAWAALIYA bagi tiaptiap harta peninggalan dari harta yang ditinggalkan ibu bapak dan karib kerabat Kami jadikan pewarispewarisnya QS ANnisa 33 WALLADZIINA AAQADAT AIMAANAKUM Dan jika ada orangorang yang kamu telah bersumpah setia dengan mereka maka berilah kepada mereka bagiannya QS ANnisa 33 dia berkata Dahulu orangorang muhajirin ketika datang ke Madinah orang anshar mewarisi orang muhajirin yang bukan kerabatnya dengan pertimbangan ukhuwah yang dibangun oleh Nabi shallallahu alaihi wasallam diantara mereka maka tatkala turun ayat WALIKULLIN JAALNAA MAWAALIYA bagi tiaptiap harta peninggalan dari harta yang ditinggalkan ibu bapak dan karib kerabat Kami jadikan pewarispewarisnya QS Annisa 33 Allah menghapusnya dengan ayat WALLADZIINA AAQADAT AIMAANAKUM Dan jika ada orangorang yang kamu telah bersumpah setia dengan mereka
21,Perumpamaan Kaum Muslimin dibandingkan orangorang Yahudi dan Nashrani seperti seseorang yang memperkerjakan kaum yang bekerja untuknya pada suatu hari hingga malam dengan upah yang ditentukan Maka diantara mereka ada yang melaksanakan pekerjaan hingga pertengahan siang lalu berkata Kami tidak memerlukan upah darimu sebagaimana yang kamu persyaratkan kepada kami bekerja hingga malam dan apa yang telah kami kerjakan biarlah nggak apaapa Maka orang itu berkata Selesaikanlah sisa pekerjaan nanti baru kalian boleh mengambil upahnya dengan penuh Maka mereka tidak mau dan tidak melanjutkan pekerjaan mereka Kemudian dia memperkerjakan dua orang pekerja setelah mereka untuk menuntaskan sisa pekerjaan dan berkata kepada keduanya Selesaikanlah sisa waktu hari kalian ini dan bagi kalian berdua akan mendapatkan upah sebagaimana yang aku syaratkan kepada mereka Maka mereka berdua mengerjakannya hingga ketika sampai saat shalat Ashar keduanya berkata  Tidaklah yang kami telah kerjakan siasia dan kamu wajib membayar upah seperti yang kamu janjikan kepada kami berdua Maka orang itu berkata kepada keduanya Selesaikanlah sisa pekerjaan kalian berdua yang tidak sampai separuh hari ini Namun kedua orang itu enggan melanjutkannya Lalu orang itu memperkerjakan suatu kaum yang mengerjakan sisa hari Maka kaum itu mengerjakan sisa pekerjaan hingga terbenam matahari dan mereka mendapatkan upah secara penuh termasuk upah dari pekerjaan yang sudah dikerjakan oleh dua golongan orang sebelum mereka Itulah perumpamaan mereka dan mereka ang menerima cahaya Islam ini
39,Wahai Rasulullah itu ada lakilaki minta izin masuk di rumah baginda Maka Rasulullah Shallallahualaiwasallam bersabda Aku kira dia itu pamannya Hafshah secara susuan Ingat sepersusuan itu melarang segala hal yang terlarang karena serahim
37,Tidak ada haq seorang muslim yang mempunyai suatu barang yang akan diwasiatkannya ia bermalam selama dua malam kecuali wasiatnya itu ditulis di sisinya
19,Dahulu orangorang Jahiliyah mempraktekkan jual beli apa yang ada didalam perut unta hingga unta itu melahirkan kemudian Nabi shallallahu alaihi wasallam melarangnya Nafi menafsirkan yang dimaksud dengan Al Jazur adalah Unta melahirkan apa yang ada didalam perutnya
8,Nabi shallallahu alaihi wasallam masuk ke dalam Kabah bersama Usamah bin Zaid Utsman bin Thalhah dan Bilal dalam waktu yang cukup lama Kemudian beliau keluar dan akulah orang yang pertama kali masuk setelah beliau keluar Aku lantas bertanya kepada Bilal Dimana beliau tadi melaksanakan shalat  Bilal menjawab Di antara dua tiang depan
39,Seorang dari kami Kaum Anshar dikaruniakan anak lalu dia hendak memberi nama dengan Muhammad Syubah berkata dalam hadits riwayat Manshur Bahwa ada seorang Anshar berkata Aku bawa anak itu dengan kugendong diatas tengkukku untuk kutemui Nabi Shallallahualaihiwasallam Dan dalam hadits Sulaiman Seseorang dikaruniakan anak lalu dia hendak memberi nama dengan Muhammad Beliau Shallallahualaihiwasallam bersabda Berikanlah nama dengan namaku tapi jangan dengan panggilanku sebab aku dinamakan sebagai Qasim karena aku adalah yang membagibagi di antara kalian Dan berkata Hushain Aku diutus sebagai Qasim yaitu yang membagibagikan di antara kalian Berkata Amru telah mengabarkan kepada kami Syubah dari Qatadah berkata aku mendengar Salim dari Jabir Ada seseorang yang berkehendak menamakan anaknya dengan Al Qasim maka Nabi Shallallahualaihiwasallam bersabda Berilah nama dengan namku tapi jangan memberi julukan dengan julukan aku
38,Pergi keluar berperang di jalan Allah pada awal pagi hari atau pergi keluar berperang pada akhir siang hari lebih baik dari pada dunia dan seisinya Dan sungguh panjang sehasta busur panah seorang dari kalian di surga atau tempat sarung cambuknya lebih baik dari dunia dan seisinya Dan seandainya seorang perempuan bidadari penduduk surga muncul di tengah penduduk bumi niscaya ia akan menerangi apa yang ada diantara keduanya cakrawala langit dan bumi dan arama wanginya akan memenuhi cakrawala itu dan sungguh kerudung yang ada di kepalanya itu lebih baik dari pada dunia dan seisinya
27,Wahai Rasulullah saudaraku berwasiat kepadaku apabila aku datang dan bertemu dengan anak hamba sahaya Zamah supaya aku mengambilnya karena dia adalah anakku Dan berkata Abdu bin Zamah Saudaraku dan anak dari hamba sahaya bapakku lahir diatas tempat tidur bapakku Nabi shallallahu alaihi wasallam melihat tanda kemiripan dengan jelas ada pada Utbah namun Beliau berkata Anak itu milikmu wahai Abdu bin Zamah Anak itu berasal dari tempat tidur perkawinan sedangkan untuk pezina baginya batu rajam Jauhkanlah dia dariku wahai Saudah 
11,Apakah Allah akan melindungi anda dari siksa kubur Aisyah lalu menanyakan hal itu kepada Rasulullah shallallahu alaihi wasallam Apakah manusia akan disiksa dalam kubur mereka Rasulullah shallallahu alaihi wasallam lalu menjawab Aku berlindung darinya Kemudian di pagi hari Rasulullah shallallahu alaihi wasallam pergi mengendarai tunggangannya tibatiba terjadi gerhana matahari Lalu beliau segera kembali saat masih waktu dluha beliau melewati di antara kamarkamar isterinya Kemudian beliau mendirikan shalat dengan diikuti oleh orangorang di belakangnya Beliau berdiri dengan lama lalu rukuk dengan rukuk yang panjang lalu mengangkat kepala kemudian berdiri dengan panjang namun tidak sepanjang yang pertama Kemudian rukuk kembali dengan yang panjang namun tidak sepanjang rukuk yang pertama kemudian beliau mengangkat kepalanya dan sujud dengan sujud yang panjang Kemudian beliau kembali berdiri dengan panjang namun tidak sepanjang yang pertama lalu rukuk dengan panjang namun tidak sepanjang rukuk yang pertama lalu mengangkat kepala dan berdiri dengan panjang namun tidak sepanjang yang pertama Kemudian beliau rukuk dengan panjang namun tidak sepanjang rukuk yang pertama Kemudian beliau mengangkat kepalanya lalu sujud dan mengakhiri shalatnya Kemudian beliau bersabda sebagaimana yang dikendaki Allah kemudian memerintahkan orangorang agar mereka memohon perlindungan dari siksa kubur
15,Nabi shallallahu alaihi wasallam pernah mendapati masuknya waktu fajar di bulan Ramadhan dalam keadaan Beliau junub lalu Beliau mandi dan shaum
61,Jika amanat telah disiasiakan tunggu saja kehancuran terjadi Ada seorang sahabat bertanya bagaimana maksud amanat disiasiakan  Nabi menjawab Jika urusan diserahkan bukan kepada ahlinya maka tunggulah kehancuran itu
40,Tidak demi Allah hingga Tuan menetapkan juga bagian yang sama buat saudarasaudara kami dari Quraisy Maka Beliau jawab ucapan mereka sekehendak Allah Selanjutnya Beliau bersabda Kelak kalian akan melihat setelahku sikapsikap egoism maka bersabarlah hingga kalian berjumpa denganku di telaga alHaudl
56,Terapi pengobatan itu ada tiga cara yaitu minum madu bekam dan kay menempelkan besi panas pada daerah yang terluka sedangkan aku melarang ummatku berobat dengan kay Hadits ini di rafakan kepada Nabi shallallahu alaihi wasallam Dan di riwayatkan pula oleh Al Qumi dari Laits dari Mujahid dari Ibnu Abbas dari Nabi shallallahu alaihi wasallam tentang minum madu dan berbekam
58,Seorang lakilaki datang kepada Rasulullah shallallahu alaihi wasallam sambil berkata Wahai Rasulullah siapakah orang yang paling berhak aku berbakti kepadanya beliau menjawab Ibumu Dia bertanya lagi Kemudian siapa beliau menjawab Ibumu Dia bertanya lagi kemudian siapa lagi beliau menjawab Ibumu Dia bertanya lagi Kemudian siapa dia menjawab Kemudian ayahmu Ibnu Syubrumah dan Yahya bin Ayyub berkata telah menceritakan kepada kami Abu Zurah hadits seperti di atas
27, apakah si fulan atau si fulan hingga disebutlah orang Yahudi namun ia menggelengkan kepalanya Akhirnya didatangkan seorang Yahudi lain lalu dia mengakuinya maka Nabi shallallahu alaihi wasallam memerintahkan agar orang Yahudi ini dijepit pula kepalanya hingga bocor dengan dua batu 
27,Jika kamu berjual beli katakanlah tidak boleh ada penipuan dalam jual beli 
64,Mendekatlah kesini Aku pun mendekat Nabi bertanya Apa kamu merasa terganggu oleh kutumu Iya jawabku Nabi bersabda Kalau begitu kamu bayar fidyahmu berupa puasa sedekah atau binatang kurban Dan telah mengabarkan kepadaku Ibnu Aun dari Ayyub dengan redaksi Puasa tiga hari binatang kurban berupa kambing atau memberi makan enam orang miskin
72,Mencela orang muslim adalah kefasikan dan memeranginya adalah kekufuran
41,Diprediksikan akan datang suatu masa yang ketika itu harta seseorang yang paling baik adalah kambing yang digembalakannya menyusuri perbukitan dan lembahlembah tempat turunnya air hujan karena dia lari menyelamatkan agamanya untuk menghindari fitnah krisis agama 
8,Aku masuk menemui Jabir bin Abdullah yang saat itu sedang shalat dengan menggunakan kain sarung yang diikatkannya pada tengkuk sedangkan pakaiannnya diletakkan pada gantungan baju Setelah selesai kami bertanya Wahai Abu Abdullah bagaimana kamu shalat sedangkan kain rida selendang mu kau gantung pada gantungan baju  Maka Jabir menjawab Benar Sesungguhnya aku senang bila berbuat seperti itu agar bisa dilihat oleh orang bodoh seperti kamu Aku pernah melihat Nabi shallallahu alaihi wasallam shalat dengan cara seperti itu
29,Telah menceritakan kepada kami  telah menceritakan kepada kami  dari  dari  dari bapaknya Al Qasim dari  bahwa dia tanpa sengaja memiliki tabir yang padanya ada gambar Maka Nabi shallallahu alaihi wasallam merobeknya Kemudian dia Aisyah mengambil dan membuatnya menjadi dua bantal yang dipakai dirumah sebagai alas duduk Beliau 
38,Rasulullah shallallahu alaihi wasallam masuk menemuiku saat itu disisiku ada dua sahaya wanita yang sedang bersenandung dengan lagulagu tentang perang Buats Maka Beliau berbaring di atas tikar lalu memalingkan wajahnya Kemudian masuk Abu Bakar lalu mencelaku dan berkata Serulingseruling syetan kalian perdengarkan di hadapan Rasulullah shallallahu alaihi wasallam Maka Rasulullah shallallahu alaihi wasallam memandang kepada Abu Bakar dan berkata Biarkanlah keduanya Setelah Beliau tidak menghiraukan lagi aku memberi isyarat kepada kedua sahaya tersebut lalu keduanya pergi Saat Hari Raya Ied biasanya ada dua budak Sudan yang memperlihatkan kebolehannya mempermainkan tombak dan perisai Maka adakalanya aku sendiri yang meminta kepada Nabi shallallahu alaihi wasallam atau Beliau yang menawarkan kepadaku Apakah kamu mau melihatnya  Maka aku jawab Ya mau Maka Beliau menempatkan aku berdiri di belakang Beliau dimana pipiku bertemu dengan pipi Beliau sambil Beliau berkata Teruskan hai Banu Arfadah Demikianlah seterusnya sampai aku merasa bosan lalu Beliau berkata Apakah kamu merasa sudah cukup Aku jawab Ya sudah Lalu Beliau berkata Kalau begitu pergilah Berkata Abu Abdullah Al Bukhariy Ahmad berkata dari Ibnu Wahab  Setelah Beliau shallallahu alaihi wasallam tidak menghiraukan lagi
74,Janganlah kalian mengharap kematian 
67, jarang sekali bisa menyelamatkan diri adalah menumpahkan darah haram tanpa alasan yang dihalalkan
60,Apabila kamu hendak tidur maka berwudlulah sebagaimana kamu berwudlu untuk shalat Setelah itu berbaringlah dengan miring ke kanan dan ucapkanlah ALLAHUMMA ASLAMTU NAFSI ILAIKA WAFAWADLTU AMRII ILAIKA WA ALJATU ZHAHRI ILAIKA RAHBATAN WA RAGHBATAN ILAIKA LAA MALJAA WALAA MANJAA MINKA ILLA ILAIKA AMANTU BIKITAABIKA ALLADZII ANZALTA WA BINABIYYIKA ALLADZII ARSALTA Ya AIlah ya Tuhanku aku berserah diri kepadaMu aku serahkan urusanku kepadaMu dan aku berlindung kepadaMu dalam keadaan harap dan cemas karena tidak ada tempat berlindung dan tempat yang aman dari adzabMu kecuali dengan berlindung kepadaMu Aku beriman kepada kitabMu yang telah Engkau turunkan dan aku beriman kepada NabiMu yang telah Engkau utus Apabila kamu meninggal pada malam itu maka kamu mati dalam keadaan fitrah suci Dan jadikan bacaan tersebut sebagai penutup ucapanmu menjelang tidur Maka aku berkata Apakah saya menyebutkan Saya beriman kepada RasulMu yang telah Engkau utus  Beliau menjawab Tidak namun saya beriman kepada NabiMu yang telah Engkau utus
59,Saya pernah berada di majlis dari majlisnya orangorang Anshar tibatiba Abu Musa datang dalam keadaan kalut lalu dia berkata Aku tadi meminta izin kepada Umar hingga tiga kali namun ia tidak memberiku izin maka aku hendak kembali pulang lalu Umar bertanya Apa yang membuatmu hendak kembali pulang jawabku Aku tadi meminta izin hingga tiga kali namun aku tidak diberi izin maka aku hendak kembali pulang karena Rasulullah shallallahu alaihi wasallam bersabda Apabila salah seorang dari kalian meminta izin namun tidak diberi izin hendaknya ia kembali pulang Maka Umar pun berkata Demi Allah sungguh kamu harus memberiku satu bukti yang jelas  kata Abu Musa Apakah di antara kalian ada yang pernah mendengarnya dari Nabi shallallahu alaihi wasallam lalu Ubay bin Kaab angkat bicara Demi Allah tidaklah ada orang yang akan bersamamu melainkan orang yang paling muda di antara mereka sedangkan akulah orang yang paling muda Lalu aku pergi bersamanya menemui Umar dan aku pun memberitahukan kepada Umar bahwa Nabi shallallahu alaihi wasallam berkata seperti itu
40,Tidak ada lagi hijrah akan tetapi yang tetap ada adalah jihad dan niat Maka jika kalian diperintahkan untuk berangkat berperang berangkatlah Dan Beliau juga bersabda pada hari Pembebasan Makkah Sesungguhnya negeri ini telah Allah haramkan sucikan sejak hari penciptaan langit dan bumi maka dia akan tetap suci dengan pensucian dari Allah itu hingga hari qiyamat dan sesungguhnya tidaklah dihalalkan untuk berperang di dalamnya bagi seorangpun sebelumku dan juga tidak dihalalkan bagiku kecuali sesaat saja dalam suatu hari maka dia suci dengan pensucian Allah itu hingga hari qiyamat tidak boleh ditebang pepohonannya tidak boleh diburu hewan buruannya dan tidak ditemukan satupun barang temuan kecuali harus dikembalikan kepada yang mengenalnya pemiliknya dan tidak boleh ditebang pepohonnya Maka Al Abbas radliallahu anhu berkata Wahai Rasulullah kecuali pohon idzkhir yang berguna untuk wewangian tukang besi mereka penduduk Makkah dan rumahrumah mereka Beliau bersabda Ya kecuali pohon idzkhir
6,Dahulu kami melarang anakanak gadis remaja kami ikut keluar untuk shalat pada dua hari raya Hingga suatu hari ada seorang wanita mendatangi desa Qashra Banu Khalaf wanita itu menceritakan bahwa suami dari saudara perempuannya pernah ikut berperang bersama Nabi shallallahu alaihi wasallam sebanyak dua belas peperangan ia katakan Saudaraku itu hidup bersama suaminya selama enam tahun Ia menceritakan Dulu kami sering mengobati orangorang yang terluka dan mengurus orang yang sakit Saudara perempuanku bertanya kepada Nabi shallallahu alaihi wasallam Apakah berdosa bila seorang dari kami tidak keluar mengikuti shalat Ied karena tidak memiliki jilbab Beliau menjawab Hendaklah kawannya memakaikan jilbab miliknya untuknya meminjamkan agar mereka dapat menyaksikan kebaikan dan mendoakan Kaum Muslimin Ketika Ummu Athiyah tiba aku bertanya kepadanya Apakah kamu mendengar langsung dari Nabi shallallahu alaihi wasallam Ummu Athiyah menjawab Ya Demi bapakku Ummu Athiyah tidak mengatakan tentang Nabi shallallahu alaihi wasallam kecuali hanya mengatakan Demi bapakku aku mendengar beliau bersabda Hendaklah para gadis remaja dan wanitawanita yang dipingit di rumah dan wanita yang sedang haid ikut menyaksikan kebaikan dan mendoakan Kaum Muslimin dan wanitawanita haid menjauh dari tempat shalat Hafshah Aku katakan Wanita haid Wanita itu menjawab Bukankah mereka juga hadir di Arafah begini dan begini
29,Aku ini hanyalah manusia biasa dan sesungguhnya pertangkaran seringkali dilaporkan kepadaku Dan bisa salah seorang diantara kalian lebih pandai bersilat lidah daripada lainnya lalu aku menganggap dia benar kemudian aku berikan kepadanya sesuai pengakuannya itu Maka siapa yang aku putuskan menang dengan mencederai hak seorang muslim berarti itu adalah potongan dari api neraka Karena itu hendaklah dia ambil atau ditinggalkannya
42,Ketika Nabi Ayub Alaihissalam sedang mandi dalam keadaan telanjang tibatiba jatuh kaki belalang yang terbuat dari emas lalu Ayyub mengambil dengan tangannya dan memasukkannya ke dalam pakaiannya Kemudian Rabbnya memanggilnya Wahai Ayyub bukankah aku telah mencukupkan kamu dengan apa yang baru saja kamu lihat Ayub menjawab Benar wahai Rabb Namun aku tidak akan pernah merasa cukup dari barakahMu
4,Rasulullah shallallahu alaihi wasallam telah bersabda Jika salah seorang dari kalian minum maka janganlah ia bernafas dalam gelas Dan jika masuk ke dalam WC janganlah dia menyentuh kemaluannya dengan tangan kanannya dan jangan membersihkan dengan tangan kanannya
49,Ya Allah berilah rezeki Wahai Ibnu Adam berinfaklah niscaya kalian juga akan diberi rezeki
54,Setiap minuman yang dapat memabukkan hukumnya haram
26,Pisahkanlah buah kurma kamu dari segala sesuatunya dari pohonnya kurma jenis Ibnu Zaid dari pohonnya kurma jenis Al Lain dari pohonnya serta kurma jenis alAjwa dari pohonnya kemudian bawalah kepada mereka hingga aku datang kepadamu Maka aku kerjakan semua perintah Beliau itu kemudian Beliau shallallahu alaihi wasallam datang lalu duduk dan membayar bagi setiap piutang hingga lunas dan buah kurmanya masih tersisa sebagaimana semula seolah belum pernah disentuh sedikitpun Lalu aku berperang bersama Nabi shallallahu alaihi wasallam pada suatu peperangan dan unta tungganganku telah memperlambat aku hingga akhirnya unta itu dipukul oleh Nabi shallallahu alaihi wasallam dari belakangnya lalu Beliau berkata Juallah kepadaku unta ini dan kamu boleh menungganginya sampai Madinah Ketika sudah sampai aku meminta izin dan setelah itu aku katakan kepada Beliau Wahai Rasulullah aku baru saja menikah Beliau bertanya Kamu menikah dengan seorang gadis atau janda Aku jawab Dengan janda karena Abdullah bapakku telah wafat dan meninggalkan anakanak yag masih kecil maka aku menikahi seorang janda agar ia dapat mengajarkan dan mendidik mereka Kemudian Beliau berkata Bawalah keluargamu kepadaku  Maka aku datang dan mengabarkan pamanku tentang penjualan unta dan perdamaianku tentang hutang dan aku kabarkan pula tentang lambannya untaku dan peristiwa yang terjadi dengan Nabi shallallahu alaihi wasallam tentang pemukulan unta yang dilakukan Beliau Ketika Nabi shallallahu alaihi wasallam datang aku pagipagi segera menemui Beliau dengan membawa unta maka Beliau memberikan uang pembayaran unta tersebut serta memberikan unta itu kepadaku sementara sahamku tetap untuk orangorang
26,Siapa yang mengambil harta manusia berhutang disertai maksud akan membayarnya maka Allah akan membayarkannya untuknya sebaliknya siapa yang mengambilnya dengan maksud merusaknya merugikannya maka Allah akan merusak orang itu
5,Tatkala Ayyub mandi dalam keadaan telanjang tibatiba muncul belalang dari emas Lalu Ayyub mengumpulkan dan memasukkannya ke dalam baju Maka Raabnya memanggilnya Wahai Ayyub bukankah aku sudah memberimu kecukupan sebagaimana kau lihat  Ayyub menjawab Benar dan demi segala kemuliaanMu Tetapi aku tidak pernah merasa puas dari limpahan barakahMu Ibrahim juga meriwayatkan dari Musa bin Uqbah dari Shafwan bin Sulaim dari Atha bin Yasar dari Abu Hurairah dari Nabi shallallahu alaihi wasallam beliau bersabda Ketika Ayyub mandi dalam keadaan telanjang
